,author_name,book_average_rating,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
21426,C.C. Bridges,3.68,Angel 1089,Romance,Science Fiction,312,67,153,2010,3214
21427,Rachel Fordham,4.27,The Hope of Azure Springs,Historical,Christian Fiction,313,188,336,2018,8000
21429,Sarah Henning,3.69,Sea Witch,Fantasy,Young Adult,4650,1226,368,2018,10008
21431,Shawn Sarles,3.34,Campfire,Horror,Young Adult,727,192,304,2018,1348
21432,Robert R. McCammon,4.34,Boy's Life,Horror,Fiction,21941,2314,580,1991,1316
21433,Stacey Brutger,4.29,Academy of Assassins,Polyamorous,Fantasy,5581,475,312,2017,1769
21435,John Scalzi,4.24,Old Man's War,Science Fiction,Fiction,131893,8222,351,2005,1222
21438,Daire Feeney,4.73,BOAT SHOES – SOLILOQUY OF A USELESS EATER: Book Two,Fiction,See top shelves…,15,3,327,2017,255
21439,Jewel E. Ann,4.29,Look the Part,Romance,Romance,10148,1308,380,2018,19788
21440,Annabel Joseph,3.74,Comfort Object,Erotica,Adult Fiction,4494,265,248,2009,9924
21444,K.K. Allen,4.31,Waterfall Effect,Romance,New Adult,1254,330,488,2018,10927
21446,Jen Turano,4.27,Caught by Surprise,Historical,Romance,447,162,359,2018,678
21447,Shon Mehta,4.3,The Timingila,Fantasy,See top shelves…,20,12,258,2018,397
21448,Maggie Thom,4.21,Captured Lies,Mystery,Romance,380,77,273,2012,799
21449,Lynette Eason,4.48,Called to Protect,Christian Fiction,Romance,673,207,320,2018,965
21450,Rossana Condoleo,4.5,"If You Want You Can Fly: An Inspirational and Motivational Book, Coaching Single Moms & Dads in their Quest for Love, Happiness and Fulfilling Relationships",Nonfiction,Self Help,18,1,194,2017,13781
21451,Victoria Sue,3.67,Orion's Circle,Romance,Fantasy,827,121,156,2015,65921
21452,Tim Wendel,4.56,"Cancer Crossings: A Brother, His Doctors, and the Quest for a Cure to Childhood Leukemia",Nonfiction,Science,25,12,256,2018,864
21453,Annie Sullivan,3.67,A Touch of Gold,Fantasy,Young Adult,895,279,313,2018,300
21455,Carrie Stuart Parks,4.02,Formula of Deception,Mystery,Fiction,247,118,320,2018,93
21456,Nadine Brandes,3.91,Fawkes,Fantasy,Historical,1542,709,448,2018,596
21458,Rachel McMillan,3.55,Murder at the Flamingo,Mystery,Historical,298,156,343,2018,1409
21459,Daniel Keyes,4.1,Flowers for Algernon,Fiction,Classics,401225,14024,311,1966,1363
21463,Jonas Jonasson,3.82,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Fiction,Humor,171504,19416,396,2009,13227
21466,Natasha Madison,4.28,Perfect Love Story,Romance,Romance,2003,372,186,2018,1122
21467,L.M. Halloran,4.45,The Fall Before Flight,Romance,Romance,729,156,274,2018,2125
21468,Debbie   White,3.84,Passport to Happiness,Romance,Romance,1458,208,164,2013,984
21469,Debbie   White,3.84,The Salty Dog,Romance,Romance,1455,207,210,2013,1432
21470,Roseanna M. White,4.58,An Hour Unspent,Historical,Christian Fiction,508,235,413,2018,667
21471,Michael Wolff,3.45,Fire and Fury: Inside the Trump White House,Nonfiction,Politics,57158,8240,322,2018,862
21473,A.J. Adams,3.85,The Bonus,Dark,Sociology,572,172,177,2013,2221
21474,Lorelei James,4.01,Racked and Stacked,Romance,Westerns,667,196,352,2018,3923
21475,Jacob L. White,4.83,Grassin,Fantasy,Romance,12,7,356,2018,516
21476,C.C. Masters,4.13,Finding Anna,Polyamorous,Fantasy,981,74,119,2017,7611
21477,Teagan Hunter,4.02,I Wanna Text You Up,Romance,New Adult,4021,494,300,2018,2116
21478,Nicole Helm,4.02,Cowboy SEAL Christmas,Holiday,Romance,171,86,320,2018,6168
21480,Heidi Chiavaroli,4.34,The Hidden Side,Historical,Christian Fiction,220,116,448,2018,5225
21482,Martin Bodenham,3.72,The Geneva Connection,Thriller,Fiction,198,34,276,2011,1858
21483,Katherine Arden,4.64,The Winter of the Witch,Fantasy,Historical,4508,1069,384,2019,3565
21485,Renee Carlino,3.89,Blind Kiss,Romance,Contemporary,1621,398,336,2018,1837
21486,Jason  Armenta,4.58,Lost Heroes (The Warrior Edda #1),Fantasy,Romance,19,8,249,2017,3854
21489,C.D. Reiss,3.87,HardBall,Sports and Games,Romance,5775,856,200,2016,1336
21490,Dani René,3.94,Madd Ink,Romance,Romance,127,80,62,2018,678
21491,April White,4.6,An Urchin of Means,Historical,Fiction,249,80,258,2018,623
21492,Pam Godwin,4.38,Devastate,Dark,Romance,537,169,252,2018,2818
21493,Erin McCarthy,3.78,The Breakup,Romance,Romance,289,170,204,2018,2239
21494,Ryan Mullaney,3.97,The Serpent's Fang,Fiction,See top shelves…,73,9,233,2017,488
21495,Sam Boush,4.04,All Systems Down,Thriller,Fiction,163,73,240,2018,2323
21496,Dylan Cross,4.21,Amanda's Birthday,Adult Fiction,See top shelves…,33,12,368,2017,1768
21497,Hollie Bell-Schinzing,4.16,One Day at a Time 2017: A husband and wife’s 87-day road trip through 22 states in the US on two Harley Softails,Travel,Autobiography,32,16,146,2017,1091
21498,Carrie Butler,3.77,Strength,New Adult,Fantasy,1938,290,389,2013,2985
21501,Tricia Levenseller,4.19,Daughter of the Siren Queen,Fantasy,Young Adult,8817,1468,352,2018,969
21502,Kimberly Kincaid,4.3,Crossing Promises,Romance,Romance,286,131,350,2018,14626
21503,Katie Ruggle,4.14,Through the Fire,Romance,Romance,648,193,352,2018,3360
21504,Amalia Dillin,3.96,Forged by Fate,Fantasy,Fantasy,252,70,370,2013,291
21505,Eden Summers,4.26,Hunter,Romance,Suspense,938,210,266,2018,4812
21506,Poppy Rhys,3.9,The Melier,Science Fiction,Science Fiction,2179,179,247,2015,487
21507,Delia Owens,4.54,Where the Crawdads Sing,Fiction,Historical,67321,8613,325,2018,850
21508,Courtney Walsh,4.3,Just Let Go,Christian Fiction,Romance,426,169,416,2018,2930
21509,Jennifer Bleakley,4.61,Joey: How a Blind Rescue Horse Helped Others Learn to See,Nonfiction,Animals,293,142,288,2018,9945
21510,Beth K. Vogt,4.04,Things I Never Told You,Christian Fiction,Contemporary,385,157,432,2018,812
21511,Emma   Scott,4.42,Bring Down the Stars,Romance,New Adult,3503,763,292,2018,539
21512,Kristan Higgins,4.16,Good Luck with That,Fiction,Romance,4819,1134,480,2018,7702
21513,Samantha Chase,4.13,One More Moment,Romance,Romance,566,248,335,2018,1999
21514,C.Toni Graham,4.22,Crossroads and the Dominion of Four,Young Adult,Adventure,625,12,340,2017,1372
21517,Helena Hunting,3.71,The Good Luck Charm,Romance,Contemporary,4439,647,384,2018,4574
21518,M.E. Carter,4.39,Matters of the Hart,Sports and Games,Romance,249,80,224,2018,2386
21519,Rebecca Sky,3.77,Arrowheart,Young Adult,Fantasy,158,52,384,2018,874
21520,Hester Fox,3.74,The Witch of Willow Hall,Historical,Fantasy,2258,722,364,2018,299
21522,Lori Foster,4.06,Driven to Distraction,Romance,Romance,870,345,384,2018,605
21523,Brynne Asher,4.26,Until Avery,Romance,Novella,1213,195,112,2018,3241
21524,Audrey Grey,3.77,Our Dark Stars,Science Fiction,Young Adult,358,184,316,2018,615
21528,Lee Strauss,4.08,Murder at Hartigan House,Mystery,Mystery,1286,138,256,2017,200
21529,Marquita Valentine,3.92,Picture Perfect Lie,Romance,Romance,542,102,300,2018,1092
21530,A.D. Trosper,4.03,Embers at Galdrilene,Fantasy,Fantasy,493,58,494,2012,1201
21531,A.D. Trosper,4.18,Tears of War,Fantasy,Fantasy,292,21,456,2013,200
21532,Paige P. Horne,4.57,If I'd Known,Romance,Romance,141,81,338,2018,1193
21533,Monica  James,4.22,"Forgetting You, Remembering Me",Romance,Romance,242,86,468,2018,24068
21534,Susan Mallery,4.05,Not Quite Over You,Romance,Contemporary,2032,456,352,2018,2533
21535,Amber Lynn Natusch,4.1,Dare You to Lie,Mystery,Young Adult,361,136,351,2018,5461
21537,Scarlett Kol,4.41,Mercury Rises,Young Adult,Fantasy,41,27,310,2018,1676
21539,Sherelle Green,4.44,A Los Angeles Passion,Romance,See top shelves…,45,13,224,2018,2784
21540,Maisey Yates,4.13,Good Time Cowboy,Romance,Romance,335,79,474,2018,2884
21541,Susan Stoker,4.26,Defending Allye,Romance,Romance,3084,478,263,2018,935
21542,Meghan Quinn,4.34,Two Wedding Crashers,Romance,Romance,2910,568,372,2018,1938
21543,Julia London,3.97,Seduced by a Scot,Romance,Romance,281,104,376,2018,1364
21544,Ella Frank,4.43,Priest,Romance,Romance,2486,406,290,2018,5506
21545,Miranda Asebedo,3.97,The Deepest Roots,Fantasy,Young Adult,386,122,320,2018,498
21548,Rebecca Zanetti,4.16,Vampire's Faith,Fantasy,Paranormal,1365,286,292,2018,2668
21549,Giana Darling,4.34,Welcome to the Dark Side,Romance,Romance,2342,554,400,2018,699
21551,Chelsea Camaron,3.89,Cartel B!tch: Almanza Crime Family Duet,Dark,Romance,258,81,196,2018,2992
21552,Kate  Stewart,4.16,The Real,Romance,Romance,3436,631,374,2018,448
21554,Vivian Arend,4.24,A Firefighter's Christmas Gift,Romance,Contemporary,364,57,181,2018,2479
21555,Ruth Saberton,4.56,The Letter,Historical,Romance,1100,123,414,2017,700
21556,Jennifer Blackwood,4.12,Tap That,Romance,Romance,650,299,262,2018,892
21557,Jeffrey L. Kohanek,4.08,The Emblem Throne,Fantasy,Young Adult,256,24,292,2016,901
21558,Rebel Farris,4.46,False Start,Romance,New Adult,147,89,374,2018,985
21559,Willow Winters,4.01,Possessive,Romance,Dark,1433,380,228,2018,552
21560,Tia Louise,4.16,Hit Girl,Romance,Romance,395,161,324,2018,396
21561,Victoria Denault,3.98,When It's Right,Romance,Contemporary Romance,270,56,304,2018,281
21563,Dee Lestari,4.4,Aroma Karsa,Fantasy,Fiction,1647,434,724,2018,6125
21564,Melissa Foster,4.43,Wicked Whiskey Love,Romance,Romance,990,317,374,2018,3454
21567,Amalie Jahn,4.1,The Clay Lion,Science Fiction,Young Adult,682,110,256,2013,2688
21568,Amalie Jahn,4.37,Tin Men,Science Fiction,Parenting,175,27,252,2014,397
21570,Nicola Rendell,4.22,Shimmy Bang Sparkle,Romance,Contemporary,683,265,320,2018,2331
21571,Brandt Legg,3.67,Outview,Fantasy,Young Adult,1485,222,352,2013,199
21572,A.L. Jackson,3.59,One Wild Night,Romance,Romance,2044,398,144,2018,3227
21573,Gena Showalter,3.93,Shadow and Ice,Fantasy,Romance,1114,246,496,2018,2024
21574,Diane Byington,4.29,Who She Is,Fiction,Historical,94,45,280,2018,2333
21576,Elena Mikalsen,4.28,Wrapped in the Stars,Historical,Romance,94,54,279,2018,1120
21577,Amanda Bouchet,3.78,Heart on Fire,Fantasy,Romance,4773,654,418,2018,1536
21578,Erik Schubach,4.06,Music of the Soul,Glbt,Romance,462,25,252,2013,200
21579,Prescott Lane,4.0,To the Fall,Romance,Contemporary,646,192,258,2018,7357
21581,Andrea   Valeria,4.0,"So You Want to Vlog?: How to start from scratch, find your voice & share your stories",Social Science,Nonfiction,11,3,111,2018,680
21582,T.L.  Smith,4.13,Distorted Love,Dark,Romance,820,232,309,2018,472
21583,Elizabeth Hayley,3.74,"I Hate You, I Love You",Romance,Contemporary,219,115,272,2018,3109
21584,Lauren Rowe,4.31,Misadventures on the Rebound,Romance,Contemporary,569,231,272,2018,4375
21585,Sierra Simone,4.09,Misadventures with a Professor,Romance,Romance,1034,298,208,2018,7652
21586,Ruth Mancini,3.46,Swimming Upstream,Fiction,Womens Fiction,612,102,254,2012,2500
21587,Ella Fields,4.03,Suddenly Forbidden,New Adult,Romance,3668,508,295,2018,2463
21590,Ker Dukey,4.15,Vlad,Dark,Romance,3803,616,215,2018,682
21591,Cassidy Storm,4.09,Girl Talk,Adult Fiction,Romance,234,72,264,2018,1286
21592,Karen M. McManus,4.08,Two Can Keep a Secret,Young Adult,Mystery,3003,830,336,2019,1199
21593,Sang Kromah,4.37,Djinn,Young Adult,Fantasy,38,14,343,2018,1574
21594,Kristi Ann Hunter,3.98,A Search for Refuge,Historical,Christian Fiction,478,99,129,2018,11669
21595,Kirsten Fullmer,4.25,Hometown Girl at Heart,Romance,New Adult,742,18,321,2014,98
21596,Seanan McGuire,4.36,In an Absent Dream,Fantasy,Young Adult,2527,751,203,2019,1293
21598,Krista Ritchie,4.31,Tangled Like Us,New Adult,Romance,1300,290,484,2019,1287
21600,Andre Dubus III,3.84,House of Sand and Fog,Fiction,Contemporary,113678,3807,365,1999,3063
21603,Devney Perry,4.48,Tragic,Romance,Romance,2605,428,360,2018,653
21605,Marie Force,4.44,Five Years Gone,Romance,War,1158,287,400,2018,524
21609,Leïla Slimani,3.43,The Perfect Nanny,Fiction,Thriller,37437,4723,228,2016,878
21610,C.E.  Johnson,4.92,Blackstone,Young Adult,Fantasy,13,1,441,2018,620
21611,Ellie R. Hunter,3.92,Biker Bait,Romance,See top shelves…,3286,154,197,2014,914
21612,Erin  Callahan,3.96,The Art of Escaping,Young Adult,Contemporary,235,162,320,2018,821
21613,Alan  Hardy,4.62,Gabriella,Sports and Games,Romance,81,36,142,2012,459
21614,Sawyer Bennett,4.12,Bishop,Romance,Sports and Games,2550,584,221,2018,1164
21617,Heather   Morris,4.32,The Tattooist of Auschwitz,Historical,Fiction,94383,8692,288,2018,675
21619,Devney Perry,4.23,Timid,Romance,Romance,3520,504,384,2018,3513
21620,Julien Jamar,4.57,The Namarielle (Chronicles of Lashai Book 1),Fantasy,See top shelves…,88,22,349,2018,625
21621,Maura Milan,3.97,Ignite the Stars,Science Fiction,Young Adult,613,213,400,2018,4246
21622,P.T. Michelle,3.92,Brightest Kind of Darkness,Young Adult,Fantasy,6640,666,357,2011,1898
21623,P.T. Michelle,4.22,Lucid,Young Adult,Fantasy,2128,209,328,2012,3666
21624,Lauren Stewart,3.86,Virtually Impossible,Romance,Romance,733,119,312,2016,2801
21625,Jen McLaughlin,3.68,The Backup Plan,Romance,Contemporary,146,78,192,2018,1031
21627,Emem Uko,4.27,Notice Me,Young Adult,Fiction,576,5,266,2018,4685
21630,Karen Witemeyer,4.28,The Christmas Heirloom: Four Holiday Novellas of Love Through the Generations,Holiday,Christian Fiction,465,207,374,2018,2742
21631,Penny Brandon,3.64,Blind Passion,Romance,Disability,457,71,189,2011,1918
21633,Kandi Steiner,4.11,What He Doesn't Know,Romance,Romance,4624,682,320,2018,3133
21634,Kayla Stonor,4.03,Locked In Torture,Erotica,Romance,204,33,200,2012,5060
21637,Vi Keeland,4.24,Hate Notes,Romance,Romance,23054,2909,301,2018,6590
21638,Scott McElhaney,4.05,Ptolemy's Child,Science Fiction,See top shelves…,20,6,232,2018,3470
21639,Andrea  Johnston,4.4,Bourbon & Bonfires,Romance,See top shelves…,219,67,291,2018,1328
21640,Lyn Gala,4.0,"Claimings, Tails, and Other Alien Artifacts",Romance,Science Fiction,2445,410,104,2013,500
21641,Megan Crane,3.57,SEAL's Honor,Romance,Romance,108,56,352,2018,906
21642,Samantha Heuwagen,4.72,Dawn Among the Stars,Science Fiction,Fiction,39,13,340,2018,878
21644,Naima Simone,3.88,Scoring off the Field,Romance,Romance,661,173,230,2018,2795
21645,Candace Robinson,4.24,Bacon Pie,Romance,Young Adult,89,57,292,2018,1781
21646,Sophie van Llewyn,4.19,Bottled Goods,Fiction,Historical,75,40,176,2018,1033
21647,Nora Flite,4.08,Royally Arranged,Romance,Contemporary,392,143,268,2018,1565
21648,E.M. Gayle,4.1,Levi's Ultimatum,Erotica,Adult Fiction,687,84,187,2013,332
21649,Eliza Gayle,3.73,Bottoms Up,Erotica,Adult Fiction,872,49,60,2010,3091
21650,Carmen Jenner,3.8,Kick,Dark,Romance,2170,372,326,2015,8248
21651,Deanna Roy,4.22,Forbidden Dance,Romance,Contemporary,385,211,344,2017,6635
21652,T. Gephart,4.12,#1 Muse,Romance,Humor,302,105,258,2018,695
21654,J.L. Drake,4.57,Demons,Dark,Romance,1815,283,372,2018,2771
21656,Michelle Griep,4.37,A Tale of Two Hearts,Holiday,Historical,239,153,192,2018,2396
21658,Veronica Henry,3.9,How to Find Love in a Bookshop,Fiction,Romance,9532,1800,336,2016,428
21659,Sarah Darlington,3.86,"But First, Coffee",Romance,Contemporary,222,171,300,2018,2042
21660,Skye Callahan,3.97,Irrevocable,Dark,Erotica,2603,357,260,2014,364
21662,Audrey Carlan,4.4,International Guy: Montreal,Contemporary,Romance,257,48,137,2018,1495
21663,Audrey Carlan,4.53,"International Guy: London, Berlin, Washington DC",Romance,See top shelves…,183,113,464,2018,619
21664,D.R. Perry,4.17,Bearly Awake,Romance,Paranormal,119,48,177,2016,489
21665,John Shelton Jones,4.58,"Awakening Kings and Princes Volume I: Sacred Knowledge to Nourish the Mentality, Support Spiritual Growth, Learning the Light, and Progressing to Become a Master Lover While Embracing Desire",Spirituality,Sexuality,24,15,410,2016,957
21666,Sandra Byrd,4.38,Lady of a Thousand Treasures,Historical,Christian Fiction,252,153,480,2018,3300
21667,Lexi Blake,4.53,Memento Mori,Romance,Romance,814,180,452,2018,795
21668,A.J. Pine,4.21,Tough Luck Cowboy,Contemporary,Romance,133,50,320,2018,800
21669,Anne Mercier,4.33,A Very Xander Christmas,Romance,Novella,1744,125,32,2014,618
21670,Meghan Scott Molin,3.94,The Frame-Up,Mystery,Romance,2953,472,287,2018,11404
21671,Elle Wright,4.39,Pleasured by You,Romance,Contemporary,56,36,304,2018,700
21673,Samantha A. Cole,4.28,Leather & Lace,Erotica,Romance,1110,223,281,2015,556
21674,Meredith Wild,4.41,The Red Ledger: 3,Romance,Suspense,856,177,122,2018,1000
21676,Susan Kaye Quinn,3.7,Open Minds,Young Adult,Science Fiction,8675,1053,326,2011,1999
21679,Lisa Suzanne,4.28,The Power to Break,Romance,Music,476,144,260,2018,459
21680,James Hilton,3.92,Lost Horizon,Fiction,Classics,15056,1267,241,1933,2666
21681,Suanne Laqueur,4.39,The Man I Love,Romance,New Adult,2092,598,483,2014,732
21682,Logan Keys,4.2,Gods of Anthem,Science Fiction,Horror,285,144,323,2015,3478
21684,Saffron A. Kent,4.22,Medicine Man,Romance,Romance,2343,483,516,2018,800
21685,Rena Barron,4.63,Kingdom of Souls,Fantasy,Young Adult,19,5,400,2019,12190
21687,Kate Clayborn,4.25,Best of Luck,Romance,Romance,276,89,320,2018,1251
21690,Adam Mansbach,4.26,Go the Fuck to Sleep,Humor,Fiction,80196,3449,64,2011,2135
21693,R. Scarlett,4.26,Filthy Gods,Romance,New Adult,3862,838,168,2018,15204
21695,Ilsa Madden-Mills,4.1,I Bet You,Romance,Sports and Games,5210,735,298,2018,794
21697,Rachel Burge,4.09,The Twisted Tree,Fantasy,Young Adult,281,135,180,2018,670
21698,Ben Alderson,3.97,Found in Night,Lgbt,Fantasy,155,39,380,2018,2309
21699,Laurelin Paige,4.19,Dirty Sexy Games,Romance,Romance,1239,282,234,2018,294
21700,Ellis Peters,4.04,Monk's Hood,Mystery,Historical,7704,363,210,1980,2723
21702,Melissa Foster,4.65,"Lovers at Heart, Reimagined (Love in Bloom: The Bradens #1)",Romance,Contemporary,280,161,292,2018,298
21705,Audrey Carlan,4.5,International Guy: London,Contemporary,See top shelves…,260,42,144,2018,832
21706,Deborah Cooke,4.16,Darkfire Kiss,Romance,Fantasy,1252,81,394,2011,9052
21707,Tara Lynn Masih,4.24,My Real Name Is Hanna,Historical,Young Adult,370,196,208,2018,497
21709,Mary Renault,4.01,The King Must Die,Historical,Fiction,6099,475,352,1958,507
21714,Lizzy Grey,2.73,Trust No One,Romance,Romance,33,7,113,2018,1752
21715,Laura  Mae,3.96,Fliers,Fantasy,Young Adult,25,17,224,2018,300
21716,E.M. Abel,3.87,Freeing Asia,New Adult,Romance,2159,306,420,2013,907
21717,Lesli Richardson,4.53,Chief,Erotica,Menage,133,20,253,2018,442
21718,Perdita Cargill,3.93,Waiting for Callback,Young Adult,Contemporary,227,74,346,2016,3897
21719,Christy Newton,4.73,Naturally Enchanted,Romance,See top shelves…,15,12,190,2015,684
21720,Robyn Roze,4.15,HellKat,Romance,Contemporary,88,33,274,2015,2695
21723,L.A. Witt,3.91,No Distance Left to Run,Romance,Romance,598,83,227,2014,9431
21724,Aviya Carmen,4.6,The White Forest,Fantasy,Epic,15,13,254,2017,1035
21725,Corinne Michaels,4.18,Not Until You,Romance,Contemporary,2361,421,282,2018,15458
21726,Susan Arden,3.72,Tempted by Trouble,Romance,Romance,260,33,192,2013,1197
21728,Dee Garretson,3.63,All Is Fair,Historical,Young Adult,40,29,288,2019,8638
21729,Jacquelyn Middleton,4.17,Until the Last Star Fades,Romance,Contemporary,232,92,483,2018,1464
21730,Lauren Landish,4.45,Buck Wild,Romance,Romance,540,205,268,2018,67048
21731,May B. Bridges,4.47,Killing June,Erotica,Dark,57,37,350,2017,1489
21733,Melissa Giorgio,4.49,The Soul Healer,Young Adult,See top shelves…,61,11,242,2014,670
21734,Alessandra Hazard,3.94,Just a Bit Obsessed,Romance,Romance,4577,388,162,2014,780
21736,Em Lyons Bouch,4.86,Moving the Chains,Health,Young Adult,7,2,462,2018,4273
21737,Tom DeLonge,4.02,A Fire Within,Science Fiction,Science Fiction,83,12,550,2018,960
21739,Mary Ann Shaffer,4.15,The Guernsey Literary and Potato Peel Pie Society,Historical,Fiction,506360,47546,288,2008,861
21745,Kristy  Marie,4.52,Gorgeous,War,Romance,230,116,303,2018,4978
21746,Dawn Metcalf,3.28,Luminous,Fantasy,Young Adult,921,128,371,2011,2298
21750,Meg Myers Morgan,4.34,"Everything Is Negotiable: The 5 Tactics to Get What You Want in Life, Love, and Work",Nonfiction,Self Help,38,17,320,2018,22449
21754,Kara Barbieri,3.73,White Stag,Fantasy,Young Adult,758,471,368,2019,200
21758,Maisey Yates,3.83,"Want Me, Cowboy",Romance,Contemporary,248,78,217,2018,12307
21759,Mimi Jean Pamfiloff,3.98,Digging a Hole,Romance,Romance,1128,167,300,2018,4505
21760,Lizzy Grey,3.0,Trapped In Paradise,Romance,See top shelves…,9,2,75,2018,1621
21762,Jennifer Probst,4.2,A Brand New Ending,Romance,Romance,1368,287,321,2018,2899
21765,Randi Cooley Wilson,4.12,If,Romance,New Adult,1165,183,350,2018,2325
21766,Lilly Wilde,4.56,Shattered Beginnings,Romance,Contemporary,140,81,240,2018,4258
21767,Rachael Slate,4.32,Moon Borne,Romance,Romance,98,46,279,2015,4528
21768,Molly O'Hare,4.11,Stumbling Into Him,Romance,Contemporary,304,70,212,2018,829
21769,Donna Grant,4.46,Dark Alpha's Hunger,Fantasy,Romance,439,177,158,2018,863
21770,Meghan March,4.2,Richer Than Sin,Romance,Contemporary,4118,707,250,2018,174
21771,Faith  Andrews,3.75,Man of My Dreams,Romance,Romance,1771,309,332,2013,1897
21773,R.R. Virdi,4.14,Goblin King (Monster Slayer Online #1),Fantasy,See top shelves…,243,39,406,2018,4572
21774,Nikki Godwin,3.97,American Girl on Saturn,Young Adult,Romance,2575,301,341,2013,5158
21775,R.A. Gates,3.7,Pucker Up,Fantasy,Adventure,135,14,220,2012,3594
21777,Natalie C. Anderson,4.29,Let's Go Swimming on Doomsday,Young Adult,Realistic Fiction,49,19,352,2019,488
21779,Steve    Powell,4.63,Term Limits,Fiction,Thriller,43,13,245,2018,767
21780,Richard Myerscough,4.03,Bat Blood: The Devil's Claw,Horror,Science Fiction,35,7,432,2013,2390
21781,Sawyer Bennett,4.18,Make It a Double,Romance,Romance,6752,586,398,2014,690
21782,Rachel Blaufeld,4.04,Hot for His Girl,Romance,Romance,300,152,234,2018,1204
21786,Jams N. Roses,4.06,Get Clean,Thriller,Thriller,123,28,186,2013,1834
21787,Jams N. Roses,3.73,Extremely England,Humor,See top shelves…,83,15,160,2013,13624
21788,Nina Lane,3.53,The Erotic Dark,Erotica,Adult Fiction,1467,133,197,2012,346
21789,Chelle Bliss,4.03,Throttle Me,Romance,Adult Fiction,14112,1456,284,2014,876
21792,Angel Leya,3.76,Skye's Lure: A Contemporary Fantasy Romance Mermaid eBook,Young Adult,Fantasy,42,33,114,2015,1077
21793,T.K. Leigh,4.0,A Beautiful Mess,Romance,New Adult,11010,1046,323,2013,833
21799,John Thorndike,4.63,A Hundred Fires in Cuba,Historical,Fiction,40,17,84,2018,3091
21800,Clancy Nacht,3.6,Black Gold,Romance,Contemporary,763,101,154,2010,1469
21801,Grahame Claire,3.78,It's Not Over,Romance,Romance,379,119,364,2018,1404
21802,Misty Mount,4.24,The Nanny Song,Young Adult,Fiction,810,34,318,2018,1238
21806,Lisa Hawkins,5.0,"Christian Warrior Women: A Guide to Taking Back Your Faith, Family & Future (Christian Warrior Women Series Book 1)",Christian,Religion,17,3,229,2018,5963
21808,R.K. Close,4.16,Red Night,Paranormal,Romance,545,99,248,2016,2199
21809,Kate  Rigby,4.44,Down The Tubes,Contemporary,See top shelves…,25,18,157,2011,2534
21810,Kate Meader,4.05,Illegally Yours,Romance,Romance,235,170,228,2019,984
21811,J.T. Geissinger,4.1,Ache for You,Romance,Romance,2066,397,362,2018,2020
21815,Victoria Denault,4.21,Now or Never,Romance,Sports and Games,133,49,288,2019,1231
21816,Layla Hagen,4.38,Wild With You,Romance,See top shelves…,898,178,317,2018,5569
21817,Layla Hagen,4.41,Meant for You,Romance,Contemporary,563,146,328,2018,10245
21818,Dan   Kemp,4.58,Black Creek,Fantasy,Mystery,12,5,459,2018,3832
21819,Miquel Reina,4.13,Lights on the Sea,Fiction,Fantasy,1012,303,272,2018,949
21821,Nicola Rendell,4.21,Do You Feel It Too?,Romance,Romance,508,191,332,2018,2249
21822,Lili Valente,4.11,Pucked Up Love,Romance,Sports and Games,333,34,207,2018,1293
21824,Ashley Jade,4.5,Complicated Parts,Romance,Romance,540,250,266,2018,18746
21826,Karen M. Cox,4.43,Son of a Preacher Man,Romance,Womens Fiction,51,26,274,2013,200
21827,B.N. Toler,4.44,Where One Goes,Fantasy,Romance,7841,1312,258,2015,299
21830,F.E. Feeley Jr.,3.83,The Haunting of Timber Manor,Romance,Mystery,249,92,230,2013,874
21831,Marie Force,4.48,Outrageous,Erotica,Romance,936,187,280,2018,1083
21833,Sam Mariano,4.48,Submitting in Vegas,Romance,See top shelves…,401,69,438,2018,746
21834,Amy Lou Jenkins,4.33,Corners: Voices on Change,Nonfiction,Biography,12,3,187,2018,3222
21835,Linda Cassidy Lewis,3.94,The Brevity of Roses,Romance,Contemporary,145,56,350,2011,2583
21836,Stephanie Laurens,3.86,Viscount Breckenridge to the Rescue,Romance,Romance,4623,330,437,2011,5146
21837,Lisa Renee Jones,4.25,Dirty Rich Obsession,Romance,Romance,615,150,387,2018,2576
21838,Sara Ney,4.09,Love Sincerely Yours,Romance,Romance,3717,681,273,2018,68003
21839,Sara Ney,4.09,"Love, Sincerely, Yours",Romance,Romance,3704,681,273,2018,11145
21843,Logan Chance,3.94,Stuck,Romance,Romance,1688,264,236,2018,17773
21844,Sogyal Rinpoche,4.22,The Tibetan Book of Living and Dying,Philosophy,Nonfiction,21845,583,464,1992,1909
21846,Olive Ann Burns,4.01,Cold Sassy Tree,Fiction,Historical,93383,3700,391,1984,1192
21850,A.J. Finn,3.96,The Woman in the Window,Mystery,Thriller,195315,22510,449,2018,1427
21852,S.D. Grimm,5.0,Black Blood,Fantasy,See top shelves…,3,1,464,2019,4071
21853,Red Phoenix,4.74,Destined to Dominate,Erotica,War,280,110,274,2018,397
21854,Laurie Frankel,4.26,This is How It Always Is,Fiction,Contemporary,40155,5144,338,2017,1078
21856,Charles Bukowski,3.99,Post Office,Fiction,Classics,78490,3254,208,1971,293
21859,Art Spiegelman,4.34,Maus I: A Survivor's Tale: My Father Bleeds History,Sequential Art,Sequential Art,221310,5553,159,1985,2015
21860,Skye Warren,3.82,The Evolution of Man,Romance,Contemporary,870,203,269,2018,2142
